,날짜,종가
0,2021-06-25,1.44
1,2021-06-24,1.37
2,2021-06-23,1.33
3,2021-06-22,1.33
4,2021-06-21,1.35
5,2021-06-18,1.31
6,2021-06-17,1.32
7,2021-06-16,1.28
8,2021-06-15,1.3
9,2021-06-14,1.28
10,2021-06-11,1.27
11,2021-06-10,1.28
12,2021-06-09,1.13
13,2021-06-08,1.17
14,2021-06-07,1.2
15,2021-06-04,1.22
16,2021-06-03,1.19
17,2021-06-02,1.2
18,2021-06-01,1.21
19,2021-05-31,1.22
20,2021-05-28,1.16
