,날짜,종가
0,2021-06-25,637.0
1,2021-06-24,651.25
2,2021-06-23,661.25
3,2021-06-22,651.0
4,2021-06-21,661.5
5,2021-06-18,662.75
6,2021-06-17,639.0
7,2021-06-16,662.75
8,2021-06-15,661.5
9,2021-06-14,674.5
10,2021-06-11,680.75
11,2021-06-10,683.75
12,2021-06-09,682.25
13,2021-06-08,685.0
14,2021-06-07,680.0
15,2021-06-04,687.75
16,2021-06-03,676.25
17,2021-06-02,687.5
18,2021-06-01,693.5
19,2021-05-28,663.5
20,2021-05-27,676.25
