,날짜,종가
0,2021-06-25,347.2
1,2021-06-24,345.8
2,2021-06-23,354.2
3,2021-06-22,363.3
4,2021-06-21,373.1
5,2021-06-18,373.4
6,2021-06-17,361.5
7,2021-06-16,379.2
8,2021-06-15,372.4
9,2021-06-14,373.9
10,2021-06-11,383.3
11,2021-06-10,381.6
12,2021-06-09,386.4
13,2021-06-08,389.8
14,2021-06-07,386.9
15,2021-06-04,396.2
16,2021-06-03,391.6
17,2021-06-02,394.0
18,2021-06-01,398.7
19,2021-05-28,395.5
20,2021-05-27,390.3
