,날짜,종가
0,2021-06-25,9432.5
1,2021-06-24,9390.5
2,2021-06-23,9289.5
3,2021-06-22,9190.5
4,2021-06-21,9042.5
5,2021-06-18,9206.0
6,2021-06-17,9427.5
