,날짜,종가
0,2021-06-25,2876.5
1,2021-06-24,2896.0
2,2021-06-23,2869.0
3,2021-06-22,2841.0
4,2021-06-21,2832.0
5,2021-06-18,2873.0
6,2021-06-17,2962.0
7,2021-06-16,2972.5
8,2021-06-15,2986.5
9,2021-06-14,3043.0
10,2021-06-11,3011.0
11,2021-06-10,2965.5
12,2021-06-09,2996.5
13,2021-06-08,2999.0
