,날짜,종가
0,2021-06-25,2217.5
1,2021-06-24,2198.5
2,2021-06-23,2175.5
3,2021-06-22,2165.5
4,2021-06-21,2163.0
5,2021-06-18,2130.5
6,2021-06-17,2144.5
7,2021-06-16,2161.0
8,2021-06-15,2167.5
9,2021-06-14,2186.0
10,2021-06-11,2198.0
11,2021-06-10,2168.5
12,2021-06-09,2183.0
13,2021-06-08,2146.0
14,2021-06-07,2138.5
15,2021-06-04,2147.5
16,2021-06-03,2193.5
17,2021-06-02,2228.5
18,2021-06-01,2179.0
19,2021-05-28,2208.0
20,2021-05-27,2182.5
