,날짜,종가
0,2021-06-25,2067.5
1,2021-06-24,2108.0
2,2021-06-23,2118.5
3,2021-06-22,2119.0
4,2021-06-21,2119.5
5,2021-06-18,2120.0
6,2021-06-17,2121.5
7,2021-06-16,2122.5
8,2021-06-15,2124.0
9,2021-06-14,2125.0
10,2021-06-11,2127.5
11,2021-06-10,2129.5
12,2021-06-09,2132.0
13,2021-06-08,2134.0
14,2021-06-07,2136.5
15,2021-06-04,2138.5
16,2021-06-03,2141.0
17,2021-06-02,2143.0
18,2021-06-01,2145.0
19,2021-05-28,2147.0
20,2021-05-27,2124.0
