,날짜,종가
0,2021-06-25,32457.0
1,2021-06-24,32100.0
2,2021-06-23,32079.0
3,2021-06-22,31902.0
4,2021-06-21,31264.0
5,2021-06-18,31709.0
6,2021-06-17,32700.0
7,2021-06-16,33055.0
8,2021-06-15,32925.0
9,2021-06-14,33182.0
10,2021-06-11,33060.0
11,2021-06-10,32908.0
12,2021-06-09,32821.0
13,2021-06-08,33290.0
14,2021-06-07,32290.0
15,2021-06-04,33022.0
16,2021-06-03,32489.0
17,2021-06-02,32950.0
18,2021-06-01,33366.0
19,2021-05-28,33456.0
20,2021-05-27,31361.0
