,날짜,종가
0,2021-06-25,0.67
1,2021-06-24,0.66
2,2021-06-23,0.66
3,2021-06-22,0.66
4,2021-06-21,0.66
5,2021-06-18,0.66
6,2021-06-17,0.66
7,2021-06-16,0.66
8,2021-06-15,0.66
9,2021-06-14,0.66
10,2021-06-11,0.66
11,2021-06-10,0.66
12,2021-06-09,0.66
13,2021-06-08,0.66
14,2021-06-07,0.66
15,2021-06-04,0.66
16,2021-06-03,0.66
17,2021-06-02,0.66
18,2021-06-01,0.66
19,2021-05-31,0.66
20,2021-05-28,0.66
