,날짜,종가
0,2021-06-25,636.5
1,2021-06-24,653.25
2,2021-06-23,664.25
3,2021-06-22,659.75
4,2021-06-21,659.25
5,2021-06-18,655.25
6,2021-06-17,633.0
7,2021-06-16,673.0
8,2021-06-15,667.5
9,2021-06-14,659.25
10,2021-06-11,684.5
11,2021-06-10,699.0
12,2021-06-09,690.75
13,2021-06-08,680.0
