,날짜,종가
0,2021-06-25,59.71
1,2021-06-24,62.7
2,2021-06-23,62.13
3,2021-06-22,60.67
4,2021-06-21,60.33
5,2021-06-18,58.12
6,2021-06-17,56.57
7,2021-06-16,62.07
8,2021-06-15,65.57
9,2021-06-14,65.96
10,2021-06-11,66.98
11,2021-06-10,70.46
12,2021-06-09,71.59
13,2021-06-08,72.08
