,날짜,종가
0,2021-06-25,73.13
1,2021-06-24,72.61
2,2021-06-23,72.29
3,2021-06-22,71.41
4,2021-06-21,71.48
5,2021-06-18,71.07
6,2021-06-17,70.94
7,2021-06-16,71.56
8,2021-06-15,71.39
9,2021-06-14,70.78
10,2021-06-11,70.61
11,2021-06-10,70.52
12,2021-06-09,70.34
13,2021-06-08,70.36
14,2021-06-07,69.84
15,2021-06-04,70.03
16,2021-06-03,69.47
17,2021-06-02,69.5
18,2021-06-01,68.49
19,2021-05-28,66.63
20,2021-05-27,67.1
